,id,label
876,twitter_877,NOT_SARCASM
877,twitter_878,SARCASM
878,twitter_879,SARCASM
879,twitter_880,SARCASM
880,twitter_881,SARCASM
881,twitter_882,NOT_SARCASM
882,twitter_883,SARCASM
883,twitter_884,SARCASM
884,twitter_885,NOT_SARCASM
885,twitter_886,NOT_SARCASM
886,twitter_887,SARCASM
887,twitter_888,SARCASM
888,twitter_889,SARCASM
889,twitter_890,NOT_SARCASM
890,twitter_891,SARCASM
891,twitter_892,NOT_SARCASM
892,twitter_893,SARCASM
893,twitter_894,NOT_SARCASM
894,twitter_895,NOT_SARCASM
895,twitter_896,NOT_SARCASM
896,twitter_897,NOT_SARCASM
897,twitter_898,NOT_SARCASM
898,twitter_899,NOT_SARCASM
899,twitter_900,SARCASM
900,twitter_901,NOT_SARCASM
901,twitter_902,NOT_SARCASM
902,twitter_903,SARCASM
903,twitter_904,NOT_SARCASM
904,twitter_905,NOT_SARCASM
905,twitter_906,NOT_SARCASM
906,twitter_907,NOT_SARCASM
907,twitter_908,SARCASM
908,twitter_909,NOT_SARCASM
909,twitter_910,SARCASM
910,twitter_911,NOT_SARCASM
911,twitter_912,NOT_SARCASM
912,twitter_913,NOT_SARCASM
913,twitter_914,NOT_SARCASM
914,twitter_915,NOT_SARCASM
915,twitter_916,SARCASM
916,twitter_917,SARCASM
917,twitter_918,NOT_SARCASM
918,twitter_919,NOT_SARCASM
919,twitter_920,NOT_SARCASM
920,twitter_921,SARCASM
921,twitter_922,NOT_SARCASM
922,twitter_923,NOT_SARCASM
923,twitter_924,SARCASM
924,twitter_925,NOT_SARCASM
925,twitter_926,SARCASM
926,twitter_927,NOT_SARCASM
927,twitter_928,SARCASM
928,twitter_929,NOT_SARCASM
929,twitter_930,SARCASM
930,twitter_931,NOT_SARCASM
931,twitter_932,SARCASM
932,twitter_933,SARCASM
933,twitter_934,SARCASM
934,twitter_935,NOT_SARCASM
935,twitter_936,SARCASM
936,twitter_937,SARCASM
937,twitter_938,SARCASM
938,twitter_939,SARCASM
939,twitter_940,NOT_SARCASM
940,twitter_941,NOT_SARCASM
941,twitter_942,NOT_SARCASM
942,twitter_943,SARCASM
943,twitter_944,NOT_SARCASM
944,twitter_945,NOT_SARCASM
945,twitter_946,NOT_SARCASM
946,twitter_947,NOT_SARCASM
947,twitter_948,NOT_SARCASM
948,twitter_949,NOT_SARCASM
949,twitter_950,SARCASM
950,twitter_951,NOT_SARCASM
951,twitter_952,SARCASM
952,twitter_953,SARCASM
953,twitter_954,NOT_SARCASM
954,twitter_955,NOT_SARCASM
955,twitter_956,NOT_SARCASM
956,twitter_957,NOT_SARCASM
957,twitter_958,NOT_SARCASM
958,twitter_959,SARCASM
959,twitter_960,NOT_SARCASM
960,twitter_961,NOT_SARCASM
961,twitter_962,NOT_SARCASM
962,twitter_963,NOT_SARCASM
963,twitter_964,SARCASM
964,twitter_965,NOT_SARCASM
965,twitter_966,SARCASM
966,twitter_967,SARCASM
967,twitter_968,NOT_SARCASM
968,twitter_969,SARCASM
969,twitter_970,SARCASM
970,twitter_971,SARCASM
971,twitter_972,SARCASM
972,twitter_973,SARCASM
973,twitter_974,SARCASM
974,twitter_975,NOT_SARCASM
975,twitter_976,SARCASM
976,twitter_977,SARCASM
977,twitter_978,NOT_SARCASM
978,twitter_979,SARCASM
979,twitter_980,NOT_SARCASM
980,twitter_981,NOT_SARCASM
981,twitter_982,NOT_SARCASM
982,twitter_983,SARCASM
983,twitter_984,NOT_SARCASM
984,twitter_985,SARCASM
985,twitter_986,SARCASM
986,twitter_987,SARCASM
987,twitter_988,NOT_SARCASM
988,twitter_989,SARCASM
989,twitter_990,SARCASM
990,twitter_991,SARCASM
991,twitter_992,NOT_SARCASM
992,twitter_993,NOT_SARCASM
993,twitter_994,SARCASM
994,twitter_995,SARCASM
995,twitter_996,SARCASM
996,twitter_997,NOT_SARCASM
997,twitter_998,SARCASM
998,twitter_999,NOT_SARCASM
999,twitter_1000,NOT_SARCASM
1000,twitter_1001,SARCASM
1001,twitter_1002,NOT_SARCASM
1002,twitter_1003,NOT_SARCASM
1003,twitter_1004,NOT_SARCASM
1004,twitter_1005,NOT_SARCASM
1005,twitter_1006,NOT_SARCASM
1006,twitter_1007,NOT_SARCASM
1007,twitter_1008,NOT_SARCASM
1008,twitter_1009,SARCASM
1009,twitter_1010,SARCASM
1010,twitter_1011,SARCASM
1011,twitter_1012,SARCASM
1012,twitter_1013,SARCASM
1013,twitter_1014,NOT_SARCASM
1014,twitter_1015,NOT_SARCASM
1015,twitter_1016,SARCASM
1016,twitter_1017,SARCASM
1017,twitter_1018,NOT_SARCASM
1018,twitter_1019,SARCASM
1019,twitter_1020,SARCASM
1020,twitter_1021,SARCASM
1021,twitter_1022,SARCASM
1022,twitter_1023,SARCASM
1023,twitter_1024,NOT_SARCASM
1024,twitter_1025,NOT_SARCASM
1025,twitter_1026,NOT_SARCASM
1026,twitter_1027,SARCASM
1027,twitter_1028,SARCASM
1028,twitter_1029,SARCASM
1029,twitter_1030,NOT_SARCASM
1030,twitter_1031,NOT_SARCASM
1031,twitter_1032,SARCASM
1032,twitter_1033,SARCASM
1033,twitter_1034,SARCASM
1034,twitter_1035,SARCASM
1035,twitter_1036,NOT_SARCASM
1036,twitter_1037,NOT_SARCASM
1037,twitter_1038,NOT_SARCASM
1038,twitter_1039,SARCASM
1039,twitter_1040,NOT_SARCASM
1040,twitter_1041,NOT_SARCASM
1041,twitter_1042,NOT_SARCASM
1042,twitter_1043,NOT_SARCASM
1043,twitter_1044,NOT_SARCASM
1044,twitter_1045,SARCASM
1045,twitter_1046,SARCASM
1046,twitter_1047,SARCASM
1047,twitter_1048,NOT_SARCASM
1048,twitter_1049,SARCASM
1049,twitter_1050,SARCASM
1050,twitter_1051,NOT_SARCASM
1051,twitter_1052,SARCASM
1052,twitter_1053,SARCASM
1053,twitter_1054,NOT_SARCASM
1054,twitter_1055,NOT_SARCASM
1055,twitter_1056,NOT_SARCASM
1056,twitter_1057,SARCASM
1057,twitter_1058,SARCASM
1058,twitter_1059,NOT_SARCASM
1059,twitter_1060,SARCASM
1060,twitter_1061,NOT_SARCASM
1061,twitter_1062,NOT_SARCASM
1062,twitter_1063,NOT_SARCASM
1063,twitter_1064,SARCASM
1064,twitter_1065,SARCASM
1065,twitter_1066,SARCASM
1066,twitter_1067,NOT_SARCASM
1067,twitter_1068,SARCASM
1068,twitter_1069,NOT_SARCASM
1069,twitter_1070,SARCASM
1070,twitter_1071,NOT_SARCASM
1071,twitter_1072,NOT_SARCASM
1072,twitter_1073,NOT_SARCASM
1073,twitter_1074,SARCASM
1074,twitter_1075,SARCASM
1075,twitter_1076,SARCASM
1076,twitter_1077,NOT_SARCASM
1077,twitter_1078,SARCASM
1078,twitter_1079,NOT_SARCASM
1079,twitter_1080,SARCASM
1080,twitter_1081,NOT_SARCASM
1081,twitter_1082,NOT_SARCASM
1082,twitter_1083,NOT_SARCASM
1083,twitter_1084,SARCASM
1084,twitter_1085,SARCASM
1085,twitter_1086,SARCASM
1086,twitter_1087,SARCASM
1087,twitter_1088,SARCASM
1088,twitter_1089,NOT_SARCASM
1089,twitter_1090,NOT_SARCASM
1090,twitter_1091,SARCASM
1091,twitter_1092,SARCASM
1092,twitter_1093,NOT_SARCASM
1093,twitter_1094,SARCASM
1094,twitter_1095,NOT_SARCASM
1095,twitter_1096,SARCASM
1096,twitter_1097,NOT_SARCASM
1097,twitter_1098,NOT_SARCASM
1098,twitter_1099,SARCASM
1099,twitter_1100,SARCASM
1100,twitter_1101,NOT_SARCASM
1101,twitter_1102,SARCASM
1102,twitter_1103,SARCASM
1103,twitter_1104,SARCASM
1104,twitter_1105,SARCASM
1105,twitter_1106,SARCASM
1106,twitter_1107,NOT_SARCASM
1107,twitter_1108,SARCASM
1108,twitter_1109,SARCASM
1109,twitter_1110,SARCASM
1110,twitter_1111,NOT_SARCASM
1111,twitter_1112,SARCASM
1112,twitter_1113,NOT_SARCASM
1113,twitter_1114,NOT_SARCASM
1114,twitter_1115,NOT_SARCASM
1115,twitter_1116,NOT_SARCASM
1116,twitter_1117,NOT_SARCASM
1117,twitter_1118,NOT_SARCASM
1118,twitter_1119,NOT_SARCASM
1119,twitter_1120,SARCASM
1120,twitter_1121,SARCASM
1121,twitter_1122,SARCASM
1122,twitter_1123,NOT_SARCASM
1123,twitter_1124,NOT_SARCASM
1124,twitter_1125,SARCASM
1125,twitter_1126,NOT_SARCASM
1126,twitter_1127,NOT_SARCASM
1127,twitter_1128,NOT_SARCASM
1128,twitter_1129,NOT_SARCASM
1129,twitter_1130,SARCASM
1130,twitter_1131,NOT_SARCASM
1131,twitter_1132,NOT_SARCASM
1132,twitter_1133,SARCASM
1133,twitter_1134,SARCASM
1134,twitter_1135,NOT_SARCASM
1135,twitter_1136,SARCASM
1136,twitter_1137,NOT_SARCASM
1137,twitter_1138,SARCASM
1138,twitter_1139,SARCASM
1139,twitter_1140,NOT_SARCASM
1140,twitter_1141,SARCASM
1141,twitter_1142,SARCASM
1142,twitter_1143,SARCASM
1143,twitter_1144,NOT_SARCASM
1144,twitter_1145,NOT_SARCASM
1145,twitter_1146,NOT_SARCASM
1146,twitter_1147,SARCASM
1147,twitter_1148,NOT_SARCASM
1148,twitter_1149,NOT_SARCASM
1149,twitter_1150,NOT_SARCASM
1150,twitter_1151,SARCASM
1151,twitter_1152,NOT_SARCASM
1152,twitter_1153,NOT_SARCASM
1153,twitter_1154,NOT_SARCASM
1154,twitter_1155,SARCASM
1155,twitter_1156,SARCASM
1156,twitter_1157,NOT_SARCASM
1157,twitter_1158,NOT_SARCASM
1158,twitter_1159,SARCASM
1159,twitter_1160,NOT_SARCASM
1160,twitter_1161,NOT_SARCASM
1161,twitter_1162,SARCASM
1162,twitter_1163,NOT_SARCASM
1163,twitter_1164,SARCASM
1164,twitter_1165,NOT_SARCASM
1165,twitter_1166,NOT_SARCASM
1166,twitter_1167,NOT_SARCASM
1167,twitter_1168,SARCASM
1168,twitter_1169,NOT_SARCASM
1169,twitter_1170,NOT_SARCASM
1170,twitter_1171,SARCASM
1171,twitter_1172,NOT_SARCASM
1172,twitter_1173,NOT_SARCASM
1173,twitter_1174,SARCASM
1174,twitter_1175,SARCASM
1175,twitter_1176,SARCASM
1176,twitter_1177,SARCASM
1177,twitter_1178,NOT_SARCASM
1178,twitter_1179,NOT_SARCASM
1179,twitter_1180,SARCASM
1180,twitter_1181,NOT_SARCASM
1181,twitter_1182,SARCASM
1182,twitter_1183,SARCASM
1183,twitter_1184,SARCASM
1184,twitter_1185,SARCASM
1185,twitter_1186,SARCASM
1186,twitter_1187,NOT_SARCASM
1187,twitter_1188,SARCASM
1188,twitter_1189,NOT_SARCASM
1189,twitter_1190,NOT_SARCASM
1190,twitter_1191,SARCASM
1191,twitter_1192,SARCASM
1192,twitter_1193,SARCASM
1193,twitter_1194,NOT_SARCASM
1194,twitter_1195,NOT_SARCASM
1195,twitter_1196,SARCASM
1196,twitter_1197,NOT_SARCASM
1197,twitter_1198,NOT_SARCASM
1198,twitter_1199,NOT_SARCASM
1199,twitter_1200,NOT_SARCASM
1200,twitter_1201,NOT_SARCASM
1201,twitter_1202,NOT_SARCASM
1202,twitter_1203,SARCASM
1203,twitter_1204,SARCASM
1204,twitter_1205,NOT_SARCASM
1205,twitter_1206,SARCASM
1206,twitter_1207,NOT_SARCASM
1207,twitter_1208,NOT_SARCASM
1208,twitter_1209,NOT_SARCASM
1209,twitter_1210,SARCASM
1210,twitter_1211,NOT_SARCASM
1211,twitter_1212,NOT_SARCASM
1212,twitter_1213,SARCASM
1213,twitter_1214,SARCASM
1214,twitter_1215,SARCASM
1215,twitter_1216,NOT_SARCASM
1216,twitter_1217,NOT_SARCASM
1217,twitter_1218,NOT_SARCASM
1218,twitter_1219,SARCASM
1219,twitter_1220,NOT_SARCASM
1220,twitter_1221,SARCASM
1221,twitter_1222,SARCASM
1222,twitter_1223,SARCASM
1223,twitter_1224,SARCASM
1224,twitter_1225,SARCASM
1225,twitter_1226,SARCASM
1226,twitter_1227,NOT_SARCASM
1227,twitter_1228,NOT_SARCASM
1228,twitter_1229,NOT_SARCASM
1229,twitter_1230,SARCASM
1230,twitter_1231,NOT_SARCASM
1231,twitter_1232,NOT_SARCASM
1232,twitter_1233,SARCASM
1233,twitter_1234,SARCASM
1234,twitter_1235,SARCASM
1235,twitter_1236,NOT_SARCASM
1236,twitter_1237,SARCASM
1237,twitter_1238,SARCASM
1238,twitter_1239,SARCASM
1239,twitter_1240,NOT_SARCASM
1240,twitter_1241,NOT_SARCASM
1241,twitter_1242,SARCASM
1242,twitter_1243,SARCASM
1243,twitter_1244,NOT_SARCASM
1244,twitter_1245,SARCASM
1245,twitter_1246,SARCASM
1246,twitter_1247,NOT_SARCASM
1247,twitter_1248,SARCASM
1248,twitter_1249,NOT_SARCASM
1249,twitter_1250,NOT_SARCASM
1250,twitter_1251,SARCASM
1251,twitter_1252,SARCASM
1252,twitter_1253,SARCASM
1253,twitter_1254,NOT_SARCASM
1254,twitter_1255,SARCASM
1255,twitter_1256,SARCASM
1256,twitter_1257,NOT_SARCASM
1257,twitter_1258,SARCASM
1258,twitter_1259,NOT_SARCASM
1259,twitter_1260,SARCASM
1260,twitter_1261,NOT_SARCASM
1261,twitter_1262,NOT_SARCASM
1262,twitter_1263,SARCASM
1263,twitter_1264,NOT_SARCASM
1264,twitter_1265,NOT_SARCASM
1265,twitter_1266,SARCASM
1266,twitter_1267,SARCASM
1267,twitter_1268,SARCASM
1268,twitter_1269,NOT_SARCASM
1269,twitter_1270,SARCASM
1270,twitter_1271,NOT_SARCASM
1271,twitter_1272,NOT_SARCASM
1272,twitter_1273,SARCASM
1273,twitter_1274,SARCASM
1274,twitter_1275,SARCASM
1275,twitter_1276,NOT_SARCASM
1276,twitter_1277,SARCASM
1277,twitter_1278,NOT_SARCASM
1278,twitter_1279,NOT_SARCASM
1279,twitter_1280,NOT_SARCASM
1280,twitter_1281,SARCASM
1281,twitter_1282,SARCASM
1282,twitter_1283,NOT_SARCASM
1283,twitter_1284,SARCASM
1284,twitter_1285,SARCASM
1285,twitter_1286,SARCASM
1286,twitter_1287,NOT_SARCASM
1287,twitter_1288,SARCASM
1288,twitter_1289,NOT_SARCASM
1289,twitter_1290,NOT_SARCASM
1290,twitter_1291,SARCASM
1291,twitter_1292,NOT_SARCASM
1292,twitter_1293,SARCASM
1293,twitter_1294,NOT_SARCASM
1294,twitter_1295,NOT_SARCASM
1295,twitter_1296,NOT_SARCASM
1296,twitter_1297,SARCASM
1297,twitter_1298,NOT_SARCASM
1298,twitter_1299,NOT_SARCASM
1299,twitter_1300,NOT_SARCASM
1300,twitter_1301,NOT_SARCASM
1301,twitter_1302,NOT_SARCASM
1302,twitter_1303,NOT_SARCASM
1303,twitter_1304,NOT_SARCASM
1304,twitter_1305,NOT_SARCASM
1305,twitter_1306,SARCASM
1306,twitter_1307,SARCASM
1307,twitter_1308,NOT_SARCASM
1308,twitter_1309,SARCASM
1309,twitter_1310,NOT_SARCASM
1310,twitter_1311,NOT_SARCASM
1311,twitter_1312,NOT_SARCASM
1312,twitter_1313,NOT_SARCASM
1313,twitter_1314,SARCASM
1314,twitter_1315,NOT_SARCASM
1315,twitter_1316,SARCASM
1316,twitter_1317,SARCASM
1317,twitter_1318,SARCASM
1318,twitter_1319,NOT_SARCASM
1319,twitter_1320,NOT_SARCASM
1320,twitter_1321,NOT_SARCASM
1321,twitter_1322,NOT_SARCASM
1322,twitter_1323,NOT_SARCASM
1323,twitter_1324,NOT_SARCASM
1324,twitter_1325,SARCASM
1325,twitter_1326,SARCASM
1326,twitter_1327,SARCASM
1327,twitter_1328,NOT_SARCASM
1328,twitter_1329,NOT_SARCASM
1329,twitter_1330,NOT_SARCASM
1330,twitter_1331,SARCASM
1331,twitter_1332,NOT_SARCASM
1332,twitter_1333,SARCASM
1333,twitter_1334,NOT_SARCASM
1334,twitter_1335,SARCASM
1335,twitter_1336,NOT_SARCASM
1336,twitter_1337,SARCASM
1337,twitter_1338,SARCASM
1338,twitter_1339,NOT_SARCASM
1339,twitter_1340,SARCASM
1340,twitter_1341,NOT_SARCASM
1341,twitter_1342,SARCASM
1342,twitter_1343,NOT_SARCASM
1343,twitter_1344,SARCASM
1344,twitter_1345,SARCASM
1345,twitter_1346,SARCASM
1346,twitter_1347,SARCASM
1347,twitter_1348,NOT_SARCASM
1348,twitter_1349,SARCASM
1349,twitter_1350,SARCASM
1350,twitter_1351,NOT_SARCASM
1351,twitter_1352,NOT_SARCASM
1352,twitter_1353,NOT_SARCASM
1353,twitter_1354,NOT_SARCASM
1354,twitter_1355,NOT_SARCASM
1355,twitter_1356,NOT_SARCASM
1356,twitter_1357,SARCASM
1357,twitter_1358,SARCASM
1358,twitter_1359,NOT_SARCASM
1359,twitter_1360,SARCASM
1360,twitter_1361,SARCASM
1361,twitter_1362,NOT_SARCASM
1362,twitter_1363,NOT_SARCASM
1363,twitter_1364,SARCASM
1364,twitter_1365,SARCASM
1365,twitter_1366,SARCASM
1366,twitter_1367,SARCASM
1367,twitter_1368,SARCASM
1368,twitter_1369,SARCASM
1369,twitter_1370,NOT_SARCASM
1370,twitter_1371,SARCASM
1371,twitter_1372,NOT_SARCASM
1372,twitter_1373,NOT_SARCASM
1373,twitter_1374,SARCASM
1374,twitter_1375,SARCASM
1375,twitter_1376,SARCASM
1376,twitter_1377,SARCASM
1377,twitter_1378,SARCASM
1378,twitter_1379,SARCASM
1379,twitter_1380,SARCASM
1380,twitter_1381,SARCASM
1381,twitter_1382,NOT_SARCASM
1382,twitter_1383,NOT_SARCASM
1383,twitter_1384,SARCASM
1384,twitter_1385,NOT_SARCASM
1385,twitter_1386,NOT_SARCASM
1386,twitter_1387,SARCASM
1387,twitter_1388,NOT_SARCASM
1388,twitter_1389,SARCASM
1389,twitter_1390,SARCASM
1390,twitter_1391,NOT_SARCASM
1391,twitter_1392,SARCASM
1392,twitter_1393,NOT_SARCASM
1393,twitter_1394,SARCASM
1394,twitter_1395,NOT_SARCASM
1395,twitter_1396,SARCASM
1396,twitter_1397,NOT_SARCASM
1397,twitter_1398,SARCASM
1398,twitter_1399,SARCASM
1399,twitter_1400,SARCASM
1400,twitter_1401,SARCASM
1401,twitter_1402,NOT_SARCASM
1402,twitter_1403,SARCASM
1403,twitter_1404,NOT_SARCASM
1404,twitter_1405,SARCASM
1405,twitter_1406,SARCASM
1406,twitter_1407,SARCASM
1407,twitter_1408,SARCASM
1408,twitter_1409,SARCASM
1409,twitter_1410,SARCASM
1410,twitter_1411,SARCASM
1411,twitter_1412,NOT_SARCASM
1412,twitter_1413,SARCASM
1413,twitter_1414,SARCASM
1414,twitter_1415,NOT_SARCASM
1415,twitter_1416,NOT_SARCASM
1416,twitter_1417,SARCASM
1417,twitter_1418,SARCASM
1418,twitter_1419,SARCASM
1419,twitter_1420,NOT_SARCASM
1420,twitter_1421,NOT_SARCASM
1421,twitter_1422,SARCASM
1422,twitter_1423,SARCASM
1423,twitter_1424,NOT_SARCASM
1424,twitter_1425,NOT_SARCASM
1425,twitter_1426,NOT_SARCASM
1426,twitter_1427,SARCASM
1427,twitter_1428,SARCASM
1428,twitter_1429,SARCASM
1429,twitter_1430,SARCASM
1430,twitter_1431,NOT_SARCASM
1431,twitter_1432,NOT_SARCASM
1432,twitter_1433,NOT_SARCASM
1433,twitter_1434,SARCASM
1434,twitter_1435,SARCASM
1435,twitter_1436,SARCASM
1436,twitter_1437,SARCASM
1437,twitter_1438,SARCASM
1438,twitter_1439,SARCASM
1439,twitter_1440,NOT_SARCASM
1440,twitter_1441,NOT_SARCASM
1441,twitter_1442,NOT_SARCASM
1442,twitter_1443,SARCASM
1443,twitter_1444,SARCASM
1444,twitter_1445,NOT_SARCASM
1445,twitter_1446,NOT_SARCASM
1446,twitter_1447,SARCASM
1447,twitter_1448,SARCASM
1448,twitter_1449,SARCASM
1449,twitter_1450,SARCASM
1450,twitter_1451,SARCASM
1451,twitter_1452,SARCASM
1452,twitter_1453,NOT_SARCASM
1453,twitter_1454,NOT_SARCASM
1454,twitter_1455,SARCASM
1455,twitter_1456,NOT_SARCASM
1456,twitter_1457,SARCASM
1457,twitter_1458,SARCASM
1458,twitter_1459,NOT_SARCASM
1459,twitter_1460,SARCASM
1460,twitter_1461,NOT_SARCASM
1461,twitter_1462,SARCASM
1462,twitter_1463,NOT_SARCASM
1463,twitter_1464,NOT_SARCASM
1464,twitter_1465,NOT_SARCASM
1465,twitter_1466,SARCASM
1466,twitter_1467,SARCASM
1467,twitter_1468,SARCASM
1468,twitter_1469,SARCASM
1469,twitter_1470,SARCASM
1470,twitter_1471,SARCASM
1471,twitter_1472,SARCASM
1472,twitter_1473,NOT_SARCASM
1473,twitter_1474,SARCASM
1474,twitter_1475,NOT_SARCASM
1475,twitter_1476,NOT_SARCASM
1476,twitter_1477,NOT_SARCASM
1477,twitter_1478,NOT_SARCASM
1478,twitter_1479,NOT_SARCASM
1479,twitter_1480,NOT_SARCASM
1480,twitter_1481,NOT_SARCASM
1481,twitter_1482,SARCASM
1482,twitter_1483,NOT_SARCASM
1483,twitter_1484,NOT_SARCASM
1484,twitter_1485,SARCASM
1485,twitter_1486,SARCASM
1486,twitter_1487,NOT_SARCASM
1487,twitter_1488,NOT_SARCASM
1488,twitter_1489,NOT_SARCASM
1489,twitter_1490,SARCASM
1490,twitter_1491,NOT_SARCASM
1491,twitter_1492,NOT_SARCASM
1492,twitter_1493,NOT_SARCASM
1493,twitter_1494,SARCASM
1494,twitter_1495,NOT_SARCASM
1495,twitter_1496,SARCASM
1496,twitter_1497,SARCASM
1497,twitter_1498,SARCASM
1498,twitter_1499,NOT_SARCASM
1499,twitter_1500,NOT_SARCASM
1500,twitter_1501,NOT_SARCASM
1501,twitter_1502,NOT_SARCASM
1502,twitter_1503,SARCASM
1503,twitter_1504,SARCASM
1504,twitter_1505,SARCASM
1505,twitter_1506,NOT_SARCASM
1506,twitter_1507,SARCASM
1507,twitter_1508,SARCASM
1508,twitter_1509,NOT_SARCASM
1509,twitter_1510,NOT_SARCASM
1510,twitter_1511,SARCASM
1511,twitter_1512,SARCASM
1512,twitter_1513,SARCASM
1513,twitter_1514,SARCASM
1514,twitter_1515,SARCASM
1515,twitter_1516,SARCASM
1516,twitter_1517,SARCASM
1517,twitter_1518,SARCASM
1518,twitter_1519,SARCASM
1519,twitter_1520,NOT_SARCASM
1520,twitter_1521,NOT_SARCASM
1521,twitter_1522,NOT_SARCASM
1522,twitter_1523,NOT_SARCASM
1523,twitter_1524,NOT_SARCASM
1524,twitter_1525,NOT_SARCASM
1525,twitter_1526,SARCASM
1526,twitter_1527,NOT_SARCASM
1527,twitter_1528,SARCASM
1528,twitter_1529,SARCASM
1529,twitter_1530,SARCASM
1530,twitter_1531,SARCASM
1531,twitter_1532,SARCASM
1532,twitter_1533,NOT_SARCASM
1533,twitter_1534,SARCASM
1534,twitter_1535,SARCASM
1535,twitter_1536,SARCASM
1536,twitter_1537,SARCASM
1537,twitter_1538,SARCASM
1538,twitter_1539,NOT_SARCASM
1539,twitter_1540,NOT_SARCASM
1540,twitter_1541,SARCASM
1541,twitter_1542,SARCASM
1542,twitter_1543,SARCASM
1543,twitter_1544,NOT_SARCASM
1544,twitter_1545,SARCASM
1545,twitter_1546,SARCASM
1546,twitter_1547,SARCASM
1547,twitter_1548,NOT_SARCASM
1548,twitter_1549,SARCASM
1549,twitter_1550,SARCASM
1550,twitter_1551,SARCASM
1551,twitter_1552,NOT_SARCASM
1552,twitter_1553,SARCASM
1553,twitter_1554,NOT_SARCASM
1554,twitter_1555,SARCASM
1555,twitter_1556,NOT_SARCASM
1556,twitter_1557,NOT_SARCASM
1557,twitter_1558,NOT_SARCASM
1558,twitter_1559,NOT_SARCASM
1559,twitter_1560,SARCASM
1560,twitter_1561,NOT_SARCASM
1561,twitter_1562,SARCASM
1562,twitter_1563,SARCASM
1563,twitter_1564,NOT_SARCASM
1564,twitter_1565,SARCASM
1565,twitter_1566,NOT_SARCASM
1566,twitter_1567,NOT_SARCASM
1567,twitter_1568,NOT_SARCASM
1568,twitter_1569,NOT_SARCASM
1569,twitter_1570,NOT_SARCASM
1570,twitter_1571,NOT_SARCASM
1571,twitter_1572,NOT_SARCASM
1572,twitter_1573,SARCASM
1573,twitter_1574,SARCASM
1574,twitter_1575,SARCASM
1575,twitter_1576,NOT_SARCASM
1576,twitter_1577,NOT_SARCASM
1577,twitter_1578,SARCASM
1578,twitter_1579,SARCASM
1579,twitter_1580,SARCASM
1580,twitter_1581,SARCASM
1581,twitter_1582,NOT_SARCASM
1582,twitter_1583,SARCASM
1583,twitter_1584,SARCASM
1584,twitter_1585,NOT_SARCASM
1585,twitter_1586,NOT_SARCASM
1586,twitter_1587,SARCASM
1587,twitter_1588,SARCASM
1588,twitter_1589,NOT_SARCASM
1589,twitter_1590,SARCASM
1590,twitter_1591,NOT_SARCASM
1591,twitter_1592,SARCASM
1592,twitter_1593,SARCASM
1593,twitter_1594,SARCASM
1594,twitter_1595,SARCASM
1595,twitter_1596,NOT_SARCASM
1596,twitter_1597,NOT_SARCASM
1597,twitter_1598,NOT_SARCASM
1598,twitter_1599,NOT_SARCASM
1599,twitter_1600,SARCASM
1600,twitter_1601,SARCASM
1601,twitter_1602,NOT_SARCASM
1602,twitter_1603,SARCASM
1603,twitter_1604,SARCASM
1604,twitter_1605,SARCASM
1605,twitter_1606,NOT_SARCASM
1606,twitter_1607,SARCASM
1607,twitter_1608,SARCASM
1608,twitter_1609,NOT_SARCASM
1609,twitter_1610,NOT_SARCASM
1610,twitter_1611,NOT_SARCASM
1611,twitter_1612,SARCASM
1612,twitter_1613,SARCASM
1613,twitter_1614,NOT_SARCASM
1614,twitter_1615,NOT_SARCASM
1615,twitter_1616,SARCASM
1616,twitter_1617,NOT_SARCASM
1617,twitter_1618,NOT_SARCASM
1618,twitter_1619,SARCASM
1619,twitter_1620,SARCASM
1620,twitter_1621,NOT_SARCASM
1621,twitter_1622,SARCASM
1622,twitter_1623,NOT_SARCASM
1623,twitter_1624,NOT_SARCASM
1624,twitter_1625,NOT_SARCASM
1625,twitter_1626,NOT_SARCASM
1626,twitter_1627,SARCASM
1627,twitter_1628,SARCASM
1628,twitter_1629,NOT_SARCASM
1629,twitter_1630,NOT_SARCASM
1630,twitter_1631,SARCASM
1631,twitter_1632,SARCASM
1632,twitter_1633,NOT_SARCASM
1633,twitter_1634,SARCASM
1634,twitter_1635,NOT_SARCASM
1635,twitter_1636,NOT_SARCASM
1636,twitter_1637,SARCASM
1637,twitter_1638,SARCASM
1638,twitter_1639,SARCASM
1639,twitter_1640,NOT_SARCASM
1640,twitter_1641,NOT_SARCASM
1641,twitter_1642,SARCASM
1642,twitter_1643,NOT_SARCASM
1643,twitter_1644,NOT_SARCASM
1644,twitter_1645,NOT_SARCASM
1645,twitter_1646,NOT_SARCASM
1646,twitter_1647,SARCASM
1647,twitter_1648,NOT_SARCASM
1648,twitter_1649,NOT_SARCASM
1649,twitter_1650,SARCASM
1650,twitter_1651,NOT_SARCASM
1651,twitter_1652,SARCASM
1652,twitter_1653,NOT_SARCASM
1653,twitter_1654,NOT_SARCASM
1654,twitter_1655,SARCASM
1655,twitter_1656,SARCASM
1656,twitter_1657,SARCASM
1657,twitter_1658,SARCASM
1658,twitter_1659,NOT_SARCASM
1659,twitter_1660,NOT_SARCASM
1660,twitter_1661,NOT_SARCASM
1661,twitter_1662,SARCASM
1662,twitter_1663,NOT_SARCASM
1663,twitter_1664,SARCASM
1664,twitter_1665,NOT_SARCASM
1665,twitter_1666,NOT_SARCASM
1666,twitter_1667,NOT_SARCASM
1667,twitter_1668,NOT_SARCASM
